	100_8h(8hpi)	100_8h(24hpi)	100_8h(48hpi)	100_8h(72hpi)	0_8h(8hpi)	0_8h(24hpi)	0_8h(48hpi)	0_8h(72hpi)
AK124327	6.3435	 6.387	 6.387	 6.387	6.4015	6.3646	 6.387	6.3635
AK124399	6.6155	6.5659	6.5682	 6.618	6.4434	 6.392	6.4047	 6.392
AK124433	7.2269	7.6147	7.3454	7.5121	7.6563	7.4407	7.7525	7.6498
AK124439	6.8294	6.6526	6.5845	6.7459	6.7138	6.6947	6.9009	6.8376
AK124465	6.7016	 6.533	6.6567	 6.822	6.6371	6.8171	6.6497	6.5951
AK124484	7.6135	7.6687	7.6711	7.6608	7.7622	7.5759	7.7789	7.9752
AK124523	 7.512	7.6725	7.5817	7.6162	7.6468	7.5287	7.6445	7.6527
AK124578	6.6689	6.7415	6.6097	6.6997	6.7307	6.6658	6.8208	6.7289
AK124673	6.5872	6.7169	6.6542	6.6672	6.7054	6.6016	6.6975	6.6555
AK124680	7.3491	 7.272	7.4263	7.3463	7.3651	7.4314	7.2959	7.3544
AK124682	6.3241	6.4155	6.4603	6.6142	6.4992	6.4025	6.4505	6.4538
AK124806	6.3616	6.4268	6.3062	6.5209	 6.574	6.4232	6.7356	6.8138
AK124820	6.2145	6.3429	6.4417	6.6891	6.5174	6.3727	6.4417	6.3429
AK124832	6.6516	6.6425	6.6235	6.6092	6.6132	6.7061	6.6221	6.5298
AK124857	6.3868	6.3868	6.3868	6.3868	6.3868	6.3868	6.3868	6.4245
AK124930	6.6616	6.8114	6.7739	6.8082	6.9892	6.9979	7.0407	 7.168
AK124939	6.7425	 6.483	 6.906	7.1816	 6.775	6.6281	6.6278	6.8921
AK124950	6.4766	6.5838	6.6189	6.4428	6.5235	6.4428	6.4047	6.5982
AK124970	7.3966	7.5343	 7.509	  7.32	7.4431	7.4945	7.3541	7.3773
AK124973	6.7086	6.5178	6.4499	6.8296	6.6074	6.5459	6.8155	6.7996
AK125040	6.7466	6.7585	6.7415	6.6545	6.6562	6.7077	6.6161	6.5946
AK125051	6.6841	6.4913	6.4295	6.5467	6.4409	6.4431	6.5739	6.5956
AK125078	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108
AK125157	7.4488	7.6305	 7.591	7.1135	7.6305	7.4667	7.5792	 7.951
AK125212	7.1811	7.3649	7.3267	7.3724	7.3543	7.2549	7.2954	7.3132
AK125237	6.2498	 6.327	6.3644	6.3644	6.4026	 6.327	6.3644	6.3644
AK125257	6.3186	6.3186	6.3186	6.3186	6.3186	6.3186	6.3186	6.3186
AK125288	7.5655	8.1583	8.0467	8.3279	8.3946	7.9695	8.3279	8.3292
AK125301	9.1417	9.6181	9.4508	9.4098	9.6256	9.3194	9.5585	9.6174
AK125311	6.3422	6.3422	6.3422	6.3422	6.3422	6.3422	6.3422	6.3422
AK125333	6.4855	6.3197	6.3621	 6.489	6.3209	6.3197	6.3621	6.3226
AK125397	6.3284	6.3284	6.3284	6.3284	6.3284	6.3284	6.3284	6.3284
AK125412	6.9644	7.0973	7.0477	6.9384	7.1189	7.0392	7.1129	7.2261
AK125437	8.8397	9.1586	8.9971	8.8994	9.0098	9.1094	8.9375	8.7016
AK125463	6.8981	6.7333	6.8704	6.9776	6.9424	6.9252	6.9923	 7.102
AK125489	7.1306	7.1764	6.9758	7.1539	7.1985	7.1099	7.3873	 7.237
AK125500	7.5832	7.5444	7.5278	7.5638	7.5923	7.6074	7.6523	7.6279
AK125516	6.7794	6.8703	6.9475	7.0322	7.1383	6.9792	7.1496	7.4125
AK125532	6.2697	6.6423	6.5747	 6.453	6.5171	6.3877	6.3358	6.3403
AK125558	6.7793	6.7635	6.9256	6.7909	6.9492	6.7635	6.8879	7.3364
AK125594	6.1736	6.3719	6.3719	6.3719	 6.438	6.3719	6.3719	6.3719
AK125598	7.8077	7.5257	7.7289	7.8748	7.7793	7.6998	7.8439	8.0866
AK125599	6.3371	6.3371	6.3371	6.3371	6.3371	6.3371	6.3371	6.3371
AK125676	6.4242	6.3239	6.3863	6.4709	6.4242	6.3239	6.4621	6.5996
AK125684	6.7596	6.6655	6.4914	6.5112	 6.591	6.6796	6.7749	6.6711
AK125686	6.4474	6.4425	6.4799	6.5922	6.4908	6.4425	6.4799	6.4425
AK125699	7.9516	7.9925	 8.048	8.0126	8.1678	 8.126	8.1794	8.4265
AK125701	7.5149	7.8114	 7.618	7.6495	7.7946	7.7144	7.8313	7.8083
AK125726	 6.529	6.6907	 6.547	6.5761	6.5984	6.4963	 6.615	6.4705
AK125727	9.2581	8.8356	8.8457	 8.959	8.7799	8.6359	8.9532	9.1556
AK125737	7.6936	 7.275	7.5973	7.7141	7.6556	7.3495	7.7329	8.0892
AK125749	6.5141	6.5136	6.5051	6.5741	6.5078	6.4496	6.5137	6.5072
AK125759	6.5022	6.3675	 6.587	6.5969	 6.517	6.4145	6.4396	6.7061
AK125769	6.6749	6.7154	6.7027	6.6735	6.7547	6.8121	6.7668	6.7827
AK125821	7.0108	6.9304	7.1595	7.1264	7.2272	7.0006	7.1867	 7.548
AK125858	6.7137	 6.923	6.7643	6.8232	6.9395	6.8784	7.0019	6.9136
AK125860	6.8516	 6.963	6.9556	6.9843	 6.994	6.9052	6.9612	7.0745
AK125871	10.6653	10.6249	10.3331	 10.646	10.3843	10.4328	 10.576	10.1914
AK125955	 6.361	6.5297	6.4469	6.5231	6.6254	6.6059	6.6718	6.4771
AK125994	6.4014	6.4674	6.5039	6.6258	6.5345	 6.364	6.4987	6.5844
AK126042	6.2388	6.2813	6.3534	6.2813	6.3916	6.3534	6.3534	6.3534
AK126075	6.3466	6.3466	6.3466	6.3466	6.3466	6.3466	6.3466	6.3466
AK126080	6.5476	6.7621	6.4626	6.6089	6.6512	6.6962	6.7879	6.5035
AK126180	7.4595	7.6704	7.6291	 7.516	7.7168	7.6937	7.6758	 7.655
AK126213	6.3172	6.3172	6.3172	6.3172	6.3172	6.3172	6.3172	6.3172
AK126225	8.2371	8.0429	7.9904	7.9513	7.9005	 7.984	 7.979	7.9606
AK126251	6.9278	6.9598	   6.9	6.9499	7.0102	6.9015	7.0791	7.0417
AK126253	6.8409	6.9345	6.8683	6.9172	6.9509	6.8979	6.9785	6.8516
AK126266	7.3448	7.7254	7.6769	 7.895	7.8246	  7.54	7.7323	7.4668
AK126278	 6.956	7.1592	6.9359	7.2344	7.3017	7.2322	7.4947	7.3162
AK126286	 6.702	6.7999	6.6473	6.8114	6.8056	6.4714	6.9122	7.0087
AK126307	6.3821	6.4691	6.6312	6.6269	6.6739	6.4691	6.5707	6.8386
AK126318	7.7564	8.0476	8.0885	8.2065	8.3579	8.0198	8.3266	8.4326
AK126351	6.9178	7.0241	6.8401	6.9627	7.0124	 6.957	7.1375	7.0265
AK126380	6.7094	  7.16	6.8236	7.0749	7.2032	  7.15	7.3358	6.9775
AK126532	6.416	6.416	6.416	6.416	6.416	6.416	6.416	6.416
AK126539	6.5241	6.6435	6.5502	 6.722	6.7552	6.8246	6.8447	6.6946
AK126616	6.5433	 6.667	6.6501	6.6638	6.6356	6.5774	 6.575	 6.496
AK126635	7.1271	7.3563	 7.288	7.3944	7.4859	7.2107	7.5043	7.5928
AK126693	8.1344	7.8019	7.7435	8.0169	7.9232	7.7795	8.2085	8.2815
AK126717	 6.649	6.5983	6.6403	6.9053	6.7791	6.6426	6.8529	 6.896
AK126744	6.3736	6.3543	6.3966	6.5235	6.4042	6.3543	6.3966	6.3543
AK126852	 6.519	6.6406	6.7467	6.6045	 6.694	6.6025	6.5539	6.7775
AK127026	7.6861	7.5359	 7.708	7.7999	7.7624	7.6474	7.7786	7.8334
AK127048	6.6024	 6.668	6.6705	6.7388	6.7229	6.5662	6.7151	6.7351
AK127087	6.5782	6.7882	6.8249	 6.902	7.0489	6.9074	7.0376	7.0902
AK127120	6.8799	6.6181	6.7635	6.7427	 6.582	6.5727	6.5493	 6.643
AK127124	6.6241	6.6032	6.6575	6.7691	6.6481	6.4171	6.6267	6.7036
AK127179	7.0662	7.0366	6.7954	7.0133	6.9253	6.6556	7.1255	7.1192
AK127183	6.9287	6.9193	7.0376	 7.055	6.9148	6.7974	6.7989	6.9318
AK127190	  7.01	6.9196	6.9489	6.9659	 6.953	6.8269	6.9856	7.1037
AK127191	6.3215	6.3215	6.3215	6.3215	6.3215	6.3215	6.3215	6.3215
AK127224	6.7406	6.5022	6.3453	6.7483	6.4181	 6.495	6.6522	6.2038
AK127270	6.6625	6.8969	6.5595	6.7403	6.8239	6.7186	7.0077	6.8874
AK127309	6.3507	6.3507	6.3534	6.3507	6.3507	6.3507	6.3481	6.3507
AK127339	7.2423	7.5175	7.3016	7.5094	 7.579	7.4156	 7.688	7.5597
AK127378	7.1453	7.0162	6.9175	7.0418	6.9183	6.9808	7.0326	6.8953
AK127380	6.5105	6.4004	6.4476	6.4836	6.4201	6.4038	6.4378	6.4004
AK127400	6.3459	6.3459	6.3459	6.3459	6.3459	6.3459	6.3459	6.3459
AK127443	6.8964	7.1489	7.1056	7.2132	 7.216	6.9616	7.1666	 7.395
AK127472	6.3414	6.4485	6.4578	6.5283	6.4966	6.3206	6.4578	6.5546
AK127555	7.2017	7.3851	7.3607	7.3462	7.0305	7.1936	6.7859	6.4901
AK127557	6.3239	6.3239	6.3239	6.3239	6.3239	6.3239	6.3239	6.3239
AK127609	6.6097	6.7977	6.8572	 6.794	 6.869	6.7611	6.7512	6.8678
AK127697	6.4013	6.3455	6.3251	6.5246	6.4013	6.3455	6.4775	6.3916
AK127787	6.4431	6.6695	6.5339	6.4698	6.6281	6.5342	6.6298	6.5331
AK127846	 6.509	6.3405	6.3799	6.3409	6.3369	6.3409	6.3799	6.3409
AK127888	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123
AK127919	6.8087	6.8094	6.7366	6.7491	6.7874	6.6965	6.8489	6.9099
AK127963	6.3654	6.3654	6.3654	6.3654	6.3654	6.3119	6.3654	6.3654
AK127966	  6.87	6.8079	6.6168	 6.781	6.6835	6.6676	6.8435	6.7504
AK127969	6.4966	6.5657	6.5368	6.5851	6.5613	6.6227	6.5534	6.5504
AK127974	6.5555	6.3418	6.3418	6.3418	6.2706	6.3418	6.3418	6.3418
AK128013	6.6178	6.6872	6.5605	6.5954	6.5471	6.3853	6.5691	 6.586
AK128153	8.7806	8.9392	9.1068	9.4124	9.5157	8.9034	 9.557	9.8475
AK128202	6.3278	 6.265	6.3278	6.2715	6.3278	 6.265	6.3278	6.2715
AK128216	6.5896	6.6361	6.5036	6.6529	6.6713	6.6946	6.7982	6.7167
AK128252	7.6822	7.8321	7.6529	 7.892	 7.923	7.6416	8.0727	8.0389
AK128346	 6.814	6.7343	 6.715	 6.879	6.7968	6.9342	6.8872	 6.654
AK128361	6.2486	6.6937	6.5044	6.4645	6.5897	6.4645	6.5044	6.3816
AK128400	7.4878	7.7923	7.5072	7.4592	  7.75	7.7036	7.8617	 7.748
AK128414	6.3273	6.3273	6.3273	6.3273	6.3273	6.3273	6.3273	6.3273
AK128439	8.5889	8.6446	8.6896	8.5274	8.7296	8.6691	8.6993	8.9186
AK128486	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149
AK128534	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105
AK128559	7.0244	7.2031	7.0209	7.2385	7.2296	7.1667	7.3356	7.1202
AK128563	8.0582	7.9738	 8.022	7.8712	8.1553	 8.266	  8.24	8.1735
AK128569	6.4321	6.3904	6.5966	6.3922	6.4321	6.4757	6.2676	6.3922
AK128593	8.5928	8.7844	8.6081	8.8744	 8.803	8.7014	8.8928	8.7365
AK128619	6.9932	7.4455	7.4481	7.5423	7.6416	 7.347	7.5109	7.6289
AK128656	7.3705	  7.31	7.2571	7.4869	7.4596	7.3353	7.6175	7.6094
AK128673	6.2833	6.3281	6.3178	6.3281	6.4385	6.3598	6.4817	6.5196
AK128697	7.1222	7.0712	7.1178	7.2409	7.1343	7.0435	7.1447	7.2058
AK128707	7.1745	7.0828	 7.072	6.9031	6.9796	7.1934	6.9846	6.9113
AK128708	8.1513	 8.081	7.8671	8.0229	7.8995	7.7326	8.0578	7.9977
AK128734	6.7927	7.0022	6.8652	6.7923	6.9148	6.8105	6.9033	6.7903
AK128777	8.8865	8.5841	8.7272	8.9701	8.8055	8.8813	8.9243	8.9283
AK128833	7.2726	7.0891	7.2433	7.4752	7.0317	6.8538	6.9406	6.8927
AK129567	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123	6.3123
AK129672	7.0924	6.9832	6.8694	7.2218	7.0563	6.8673	7.2613	7.3406
AK129879	7.3108	6.3174	6.5826	6.8638	6.3399	6.4911	6.5826	6.4368
AK129926	6.6504	6.8584	6.7562	6.8111	6.8304	 6.911	6.8146	6.7213
AK129935	6.4004	6.5503	 6.403	6.3313	6.4004	6.3313	6.3978	6.3283
AK130076	7.0041	6.8909	6.6789	7.0708	6.9076	6.8968	7.1845	7.0798
AK130110	 6.355	6.4643	 6.355	 6.355	 6.355	6.3172	 6.355	6.3172
AK130294	7.7456	8.3332	7.9899	8.0844	8.4341	8.2749	8.5341	8.4803
AK130329	7.7417	 7.821	7.8827	7.9451	7.9774	7.7894	7.9542	8.0803
AK130400	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108
AK130481	6.5876	6.6518	6.8015	6.6587	 6.736	6.7754	6.5963	6.7482
AK130486	7.4584	7.5811	 7.503	7.5259	7.4511	7.2588	7.4029	7.4198
AK130759	7.1882	7.0495	7.2128	7.4594	7.1664	7.3928	7.1309	6.8179
AK130765	6.4794	6.2827	6.3559	6.4153	6.3147	6.2931	6.3559	6.2827
AK130824	7.9654	7.7456	7.6427	7.8773	 7.691	7.6375	7.8765	7.8279
AK130852	6.4404	6.3193	6.3193	6.3193	 6.279	6.3193	6.3193	6.3193
AK130904	6.3316	6.2942	6.3316	6.4439	6.3316	6.2942	6.3316	6.2942
AK130911	6.2215	6.3647	6.4071	6.3108	6.4689	6.3647	6.4071	6.3647
AK131020	 6.428	6.2953	 6.456	6.5336	 6.428	6.3902	   6.4	6.3902
AK131337	7.8373	 7.347	7.1846	 7.492	6.7633	6.5773	 6.879	6.7111
AK131347	6.9302	6.9248	6.7754	6.8798	 6.792	6.8825	6.8777	6.7328
AK131520	6.4502	6.5229	 6.454	6.5188	 6.444	 6.369	6.4371	 6.369
AK172755	6.5152	6.3911	6.4928	6.5594	6.4959	6.5271	6.5087	6.3744
AK2	10.9424	10.8577	10.9286	10.8772	10.9875	10.9126	11.0239	11.2803
AK289390	8.6083	8.3915	8.4845	8.5485	 8.421	 8.363	8.4512	8.4874
AK291164	6.9594	7.1279	7.3023	7.3823	 7.235	6.8745	7.0298	7.2893
AK291611	6.3936	6.3123	6.4041	6.3123	6.4041	 6.364	6.3989	6.5181
AK291701	6.3573	6.3044	6.2812	 6.434	6.3573	6.3174	6.4335	6.3044
AK293020	6.3143	6.3143	6.3143	6.3143	6.3143	6.3143	6.3143	6.3143
AK294004	6.7014	6.6483	6.5268	6.6457	6.5863	6.4764	6.7033	6.6362
AK294743	7.2301	7.2123	7.1748	7.1705	7.1687	7.1265	7.1934	7.1664
AK294819	6.5837	6.6807	6.6092	6.7342	6.6894	 6.467	6.7167	6.8661
AK294973	6.5237	6.3723	6.4595	 6.697	6.4332	6.3723	6.4521	6.3723
AK295617	7.6287	8.0252	7.6613	7.1362	7.4463	7.6602	7.3225	7.1365
AK295707	6.5967	6.6524	6.5691	6.6408	6.6042	6.6385	6.6355	 6.517
AK296065	7.3022	7.3562	7.3263	7.2401	7.4085	7.3744	7.4375	 7.496
AK296146	7.4153	7.4958	7.4022	7.6186	7.5491	7.5377	7.6291	7.4437
AK296148	6.3131	6.3131	6.3131	6.3131	6.3131	6.3131	6.3131	6.3131
AK296276	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105
AK296947	7.4124	7.6498	7.4997	7.6409	7.5903	7.5758	7.5919	7.4344
AK297683	  6.28	6.3624	6.4547	6.3624	 6.513	6.3624	6.4547	6.7319
AK297919	8.6382	8.9628	8.8745	8.8766	9.0275	8.8593	8.9858	8.9456
AK298056	6.3977	6.3097	6.3977	6.6618	6.3977	6.3023	6.3977	6.3023
AK298300	6.4625	6.3414	6.2645	6.3414	 6.301	6.3414	6.4182	6.3414
AK298596	7.0819	6.7316	6.8765	 6.953	6.7238	6.6073	6.7501	 6.996
AK299432	6.8391	6.6822	 6.638	6.7613	 6.664	 6.668	6.7776	6.7266
AK299452	7.1325	 6.893	7.1973	7.1813	7.1632	7.0381	7.1138	7.4555
AK299501	8.1192	8.0621	7.9618	7.9956	7.7782	7.8092	 7.765	  7.67
AK3	11.6129	11.5157	 11.477	11.4929	11.4879	11.6519	11.5612	11.3911
AK300387	6.6669	6.5862	6.5024	6.5689	6.5639	6.6865	6.6768	6.5254
AK300656	7.1143	6.8661	7.2111	7.2118	7.0532	6.9423	6.9259	7.3017
AK301093	6.5404	6.5225	6.4153	6.7234	6.4828	 6.385	6.5791	6.4057
AK301549	7.0685	 6.888	6.8611	7.0771	6.9553	6.8988	 7.106	7.1382
AK301666	6.3271	6.2742	6.3271	6.4859	6.3271	6.2617	6.3271	6.2617
AK301968	6.4599	6.4006	6.3441	6.4599	6.4599	   6.4	6.5757	   6.4
AK302092	7.1582	7.6041	7.1835	7.3203	7.4548	7.3155	7.5778	7.2566
AK302451	6.3104	6.3104	6.3104	6.3104	6.3104	6.3104	6.3104	6.3104
AK302511	7.1855	 7.148	 7.234	7.2484	7.1604	6.9256	7.0993	 7.414
AK302545	6.3425	6.3425	6.3425	6.3425	6.3425	6.3425	6.3425	6.3425
AK302694	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187
AK302879	6.315	6.315	6.315	6.315	6.315	6.315	6.315	6.315
AK303207	6.1886	6.6523	6.3755	6.4061	6.5792	6.4962	6.5876	6.3402
AK303572	8.5387	8.7686	8.6911	8.9272	8.9913	8.8631	9.0653	8.9466
AK303607	6.3228	6.3228	6.3228	6.3228	6.3228	6.3228	6.3228	6.3228
AK304483	6.3463	6.3463	6.3463	6.3463	6.3463	6.3463	6.3463	6.3463
AK304759	6.3091	6.3712	6.3712	6.3712	6.3919	6.3712	6.3712	6.3712
AK304826	11.0123	11.1047	11.0009	11.1711	11.1912	10.9238	11.2921	11.3455
AK307150	6.4589	6.6618	6.6749	6.7818	6.7897	6.7101	6.7391	6.8695
AK307172	7.7931	7.8555	 7.797	8.0279	7.9953	7.7583	8.0924	8.2845
AK307207	6.4931	6.3844	6.3819	6.3844	6.3482	6.3292	6.3869	6.3844
AK307233	7.6364	7.3938	7.4326	7.5509	7.4924	7.3768	7.6242	7.6738
AK307246	6.4128	6.4035	6.3366	6.4128	6.4128	6.4128	6.4889	6.4128
AK307275	 6.406	6.4522	 6.417	6.5683	6.4207	6.2954	 6.417	6.2927
AK307870	7.8711	7.9933	7.9901	8.2548	 8.156	7.9491	8.1795	8.1689
AK308309	6.3135	6.3135	6.3135	6.3135	6.3135	6.3135	6.3135	6.3135
AK308439	6.5093	6.6703	6.5003	6.7294	6.6066	6.4075	6.6642	6.5776
AK308544	8.0018	7.9199	7.8873	7.8896	7.8488	7.8289	7.8867	7.9847
AK308561	 7.232	6.8942	7.2335	7.4246	7.1899	6.9247	7.1674	7.5542
AK308605	 6.356	7.1615	 6.799	6.9086	6.9467	6.8558	 6.799	6.3194
AK308652	6.3144	6.4278	6.3144	6.2766	6.3144	6.2766	6.3144	6.2766
AK308704	6.8913	6.9266	6.8697	7.1379	6.9975	6.8013	7.0723	6.9329
AK308867	7.2986	 7.267	7.2733	7.4791	 7.443	7.3879	7.5406	7.4272
AK308944	7.3245	7.4136	 7.652	7.6352	7.8398	7.7269	  7.77	8.0116
AK308965	 7.052	7.2653	7.1124	7.1574	7.2014	7.0961	7.2157	7.0955
AK309109	6.3176	6.2753	6.3176	6.3176	6.3176	6.3176	6.3176	6.2753
AK309215	6.7951	6.9693	7.0559	7.1362	7.1049	6.8958	 6.999	 7.148
AK309255	7.2736	 7.212	7.1879	7.3029	7.2518	 6.851	7.3266	7.6297
AK309441	6.4126	6.4643	6.4971	6.4811	6.4126	6.3566	 6.328	6.3481
AK309476	6.9777	7.0244	7.0757	7.1718	7.0984	6.9144	7.0607	7.2271
AK309533	6.5866	6.7421	6.5763	6.5606	6.6594	6.7279	6.7062	6.7428
AK309717	6.4881	6.4036	6.4571	6.5674	6.5752	6.6343	6.6497	6.6864
AK309744	6.3386	6.3386	6.3386	6.3386	6.3386	6.2801	6.3386	6.3955
AK309896	6.5434	6.6703	 6.647	6.8118	6.6412	 6.482	6.5865	6.5115
AK309988	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106
AK310013	6.3819	6.3819	6.3819	6.8366	6.3819	6.2304	6.3819	6.2304
AK310030	6.8535	6.9046	6.8794	6.8836	6.8885	6.9518	  6.88	6.8233
AK310041	6.4819	6.3431	6.4185	6.5028	6.4819	6.7379	6.5452	6.5086
AK310046	6.5085	6.4711	6.5864	6.5492	6.4997	6.5718	6.4174	6.5578
AK310094	6.3179	6.3179	6.3179	6.3179	6.3179	6.3179	6.3179	6.3179
AK310146	6.4289	6.5596	6.5216	6.3955	6.4436	6.3955	6.3582	   6.4
AK310226	7.7197	7.6222	7.6597	7.5698	 7.546	7.7084	7.5192	7.5387
AK310228	9.2829	9.4822	9.4163	9.6144	9.6562	9.5327	9.7094	9.6799
AK310237	6.3383	6.2217	6.3383	6.3383	6.3383	6.2217	6.3383	6.4703
AK310239	7.6066	7.4473	7.3589	7.5694	7.4037	7.3871	7.5499	7.4906
AK310471	6.3251	6.2876	6.3251	6.4373	6.3251	6.2876	6.3251	6.2876
AK310472	 8.134	8.2741	8.6153	8.3405	8.4052	 8.063	8.0595	 8.226
AK310493	6.6849	6.6381	6.6058	6.5822	 6.517	6.5912	6.5122	6.4781
AK310526	6.3117	6.3117	6.3117	6.3117	6.3117	6.3117	6.3117	6.3117
AK310634	8.5761	8.1259	8.2782	8.4695	8.0707	8.1413	8.1159	8.0131
AK310665	7.5586	7.7861	7.6412	 7.781	7.7435	7.7002	7.7533	7.5659
AK310751	6.3495	6.4158	6.3495	6.2086	6.3495	6.6015	6.3495	6.2086
AK310794	6.8256	6.9249	6.8826	6.9827	6.9939	6.9918	7.0211	6.9638
AK310876	6.3257	6.6043	6.4549	 6.648	6.6752	6.7253	6.7208	6.6415
AK311005	6.8551	6.7434	6.8097	6.8365	6.8715	 6.893	6.9251	6.9755
AK311108	6.6469	6.9488	7.0094	6.9387	7.0999	6.9765	6.9639	7.1377
AK311113	9.82507	10.3621	10.2082	10.3248	 10.605	10.5352	10.6119	10.4261
AK311120	6.3114	6.4501	6.3739	6.5371	6.4963	6.3678	6.5263	6.4501
AK311131	7.1959	7.2758	7.3869	7.4213	7.3733	7.1605	 7.271	7.4855
AK311167	7.1692	7.0994	7.0737	7.1618	7.0512	7.1155	7.0877	6.9833
AK311212	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277
AK311213	6.5484	6.6909	6.5748	6.7378	6.5724	6.3977	6.5579	6.5579
AK311257	8.8569	8.9018	 8.928	9.0897	8.9222	8.7521	8.8837	8.8797
AK311282	 6.887	7.0439	6.8482	6.9474	6.9963	6.8891	7.0897	6.9906
AK311291	6.3972	6.4515	6.3972	6.2953	6.3972	 6.454	6.3972	6.2873
AK311342	6.4281	 6.609	6.5774	6.7045	6.5565	 6.459	6.4714	6.3835
AK311356	6.7248	6.7551	 6.776	6.7722	 6.844	 6.849	6.8525	6.7968
AK311374	6.4745	6.5137	6.9572	7.0884	 6.902	6.7903	 6.633	6.9029
AK311380	6.4158	6.3243	6.4158	6.3183	6.4158	6.3183	6.4158	6.3243
AK311383	7.8525	7.7214	7.8586	7.8562	7.9948	7.8668	8.0598	8.4675
AK311445	6.2451	6.3615	6.3615	6.3615	6.4003	6.3615	6.3615	6.3615
AK311458	6.3361	6.2592	6.3361	6.3361	6.3361	6.2592	6.3361	6.3361
AK311497	9.01897	7.61706	7.91659	6.48254	7.52727	11.2084	7.88381	6.32633
AK311558	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103
AK311573	 6.254	 6.329	6.3704	6.3704	6.4093	 6.329	6.3704	6.3704
AK311578	6.7081	6.9825	7.0044	6.7114	6.8925	6.7162	6.6885	6.9528
AK311660	6.8815	6.7781	6.7785	6.6999	6.6597	6.7656	6.6518	6.6993
AK313893	7.4125	7.5545	7.2733	7.5088	7.4027	7.3195	7.5371	7.1812
AK316092	6.6265	7.0331	6.2065	6.2549	6.6265	6.6239	7.0465	 6.491
AK316321	7.8174	8.7779	 8.108	8.4585	8.1093	7.0311	7.9647	7.3122
AK4	10.6509	10.3668	10.7945	10.5423	  11.04	10.6849	 11.091	 12.166
AK5	 7.158	7.1372	7.4175	7.5495	7.0232	6.8254	6.6963	 6.643
AK7	7.0258	7.2161	7.2253	7.3249	7.1864	7.0666	7.0671	7.0614
AK8	7.0953	7.0233	7.0233	7.0406	7.0214	7.0838	7.0566	6.8184
AK9	8.9872	8.8776	8.9553	8.8469	8.8814	8.6536	8.8604	9.2498
AKAP1	 11.155	10.7309	10.8114	 10.787	10.6171	10.6022	10.6918	10.8487
AKAP10	 9.7949	9.93101	9.93482	9.91955	10.0105	10.0675	9.97836	9.91307
AKAP11	11.2763	11.5424	11.3846	11.2477	11.4276	11.5619	11.3949	11.2548
AKAP12	13.2317	13.6146	13.5898	13.4605	13.7575	13.4573	13.6623	13.9144
AKAP13	12.1011	12.3094	12.2232	12.1823	12.3139	12.2266	12.2981	12.3783
AKAP14	6.3699	6.5389	6.4001	 6.304	6.5127	6.6741	6.5538	 6.304
AKAP17A	11.2112	11.2558	11.1718	11.3824	11.3103	11.2708	11.3993	11.3009
AKAP2	10.7903	11.5873	11.2614	11.1784	11.2785	11.5826	11.0516	10.4714
AKAP3	6.6267	6.8676	  6.75	6.7562	 6.831	6.8607	6.8099	6.7023
AKAP4	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216
AKAP5	8.6015	8.7379	8.5502	8.7788	8.4836	8.8061	8.4759	7.8217
AKAP6	7.4488	7.4732	7.6121	7.7497	7.7394	7.4467	7.7213	7.9973
AKAP7	11.5461	11.0968	11.3584	11.7061	  11.21	11.2926	11.2296	 11.114
AKAP8	10.2379	10.3537	  10.32	10.4002	10.4111	10.3087	10.4156	10.4128
AKAP8L	11.9027	 11.848	11.8658	  12.11	12.0107	11.8166	12.1016	12.1278
AKAP9	11.9049	11.9894	 12.122	 12.252	12.2688	 12.043	12.2336	12.4753
AKIP1	8.9891	8.9681	8.9485	8.8902	8.8598	8.8011	8.8357	8.9072
AKIRIN1	12.1847	12.2921	12.3211	12.3723	12.3645	12.3343	 12.318	12.2957
AKIRIN2	11.2267	11.2975	11.2167	11.1511	11.1879	11.2931	11.1784	11.0353
AKNA	9.68194	9.48512	9.65752	 9.5368	9.72407	9.65288	9.76956	10.1899
AKNAD1	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102
AKR1A1	11.1748	11.1794	11.1029	11.1089	11.1426	11.1906	11.1985	11.1336
AKR1B1	11.1094	11.0389	11.0136	 10.841	10.9101	10.9753	10.9063	 10.824
AKR1B10	7.1225	6.9106	  6.87	6.6901	6.7489	6.8049	6.8145	6.9738
AKR1B15	6.9444	6.9149	6.8331	6.7524	6.8787	6.9239	6.9572	7.0038
AKR1C1	7.5423	7.5353	 7.776	 8.042	7.6658	 7.461	7.4938	7.5931
